ID,Name,Date,Time,Event,Status,Latitude,Longitude
AL041886,            UNNAMED,18860719,100, L, HU,28.8,-82.7
AL051886,            UNNAMED,18860820,1300, L, HU,28.1,-96.8
AL101886,            UNNAMED,18861012,2200, L, HU,29.8,-93.5
AL031887,            UNNAMED,18870614,700, L, TS,30.2,-88.7
AL041887,            UNNAMED,18870727,1500, L, HU,30.4,-86.6
AL091887,            UNNAMED,18870921,1700, L, HU,26.1,-97.2
AL161887,            UNNAMED,18871030,100, L, TS,28.1,-82.8
AL011888,            UNNAMED,18880617,600, L, HU,28.7,-95.7
AL021888,            UNNAMED,18880705,1600, L, TS,28.8,-95.6
AL031888,            UNNAMED,18880816,1900, L, HU,25.8,-80.1
AL031888,            UNNAMED,18880819,1600, L, HU,29.1,-90.7
AL051888,            UNNAMED,18880908,0, L, TS,26.7,-80.1
AL061888,            UNNAMED,18880926,1300, L, HU,41.6,-69.9
AL071888,            UNNAMED,18881011,100, L, HU,29.2,-83.1
AL071888,            UNNAMED,18881011,1600, L, TS,33.9,-78.1
AL021889,            UNNAMED,18890617,1500, L, TS,29.1,-82.9
AL061889,            UNNAMED,18890923,400, L, HU,29.1,-89.8
AL061889,            UNNAMED,18890923,1300, L, TS,30.3,-88.7
AL091889,            UNNAMED,18891005,2300, L, TS,24.7,-81.1
AL091889,            UNNAMED,18891006,100, L, TS,25.2,-80.9
AL021890,            UNNAMED,18900827,1600, L, TS,29.1,-90.9
AL011891,            UNNAMED,18910705,2200, L, HU,28.8,-95.5
AL031891,            UNNAMED,18910824,1500, L, HU,25.4,-80.2
AL071891,            UNNAMED,18911007,800, L, TS,25.2,-81.3
AL011892,            UNNAMED,18920610,2300, L, TS,25.7,-81.3
AL041892,            UNNAMED,18920912,700, L, TS,29,-90.6
AL091892,            UNNAMED,18921024,1900, L, TS,27.6,-82.8
AL011893,            UNNAMED,18930615,2300, L, TS,29.9,-83.7
AL041893,            UNNAMED,18930824,1200, L, HU,40.7,-73.9
AL061893,            UNNAMED,18930828,500, L, HU,31.7,-81.1
AL081893,            UNNAMED,18930907,1400, L, HU,29.2,-91.1
AL091893,            UNNAMED,18931013,1300, L, HU,33,-79.5
AL101893,            UNNAMED,18931002,800, L, HU,29.3,-89.8
AL101893,            UNNAMED,18931002,1600, L, HU,30.3,-88.9
AL111893,            UNNAMED,18931023,300, L, TS,35.2,-75.6
AL111893,            UNNAMED,18931023,1100, L, TS,38.1,-75.6
AL021894,            UNNAMED,18940807,1800, L, TS,30.3,-87.6
AL041894,            UNNAMED,18940925,1100, L, HU,24.7,-82
AL041894,            UNNAMED,18940925,1900, L, HU,26.5,-82
AL041894,            UNNAMED,18940927,700, L, HU,32.3,-80.7
AL041894,            UNNAMED,18940928,1200, L, TS,34.7,-76.7
AL051894,            UNNAMED,18941009,300, L, HU,30.2,-85.5
AL051894,            UNNAMED,18941010,1500, L, HU,40.7,-72.9
AL011895,            UNNAMED,18950815,1900, L, TS,29.3,-89.6
AL011895,            UNNAMED,18950816,1300, L, TS,30.2,-88.8
AL041895,            UNNAMED,18951007,400, L, TS,29.3,-94.8
AL061895,            UNNAMED,18951016,1300, L, TS,25.7,-81.3
AL011896,            UNNAMED,18960707,1700, L, HU,30.4,-86.5
AL021896,            UNNAMED,18960910,1300, L, HU,41.2,-70.6
AL041896,            UNNAMED,18960929,1100, L, HU,29.2,-83.1
AL051896,            UNNAMED,18961009,200, L, TS,26.4,-82
AL021897,            UNNAMED,18970910,1800, L, TS,24.4,-81.9
AL021897,            UNNAMED,18970913,500, L, HU,29.7,-93.8
AL031897,            UNNAMED,18970921,200, L, TS,26.7,-82.3
AL031897,            UNNAMED,18970923,1000, L, TS,35.2,-75.7
AL031897,            UNNAMED,18970924,1100, L, TS,40.8,-72.7
AL031897,            UNNAMED,18970924,1300, L, TS,41.3,-72.2
AL051897,            UNNAMED,18971020,2000, L, TS,35.2,-75.5
AL061897,            UNNAMED,18971025,2300, L, TS,36.1,-75.8
AL011898,            UNNAMED,18980802,300, L, TS,27.1,-80.1
AL011898,            UNNAMED,18980802,2300, L, HU,29.7,-84.8
AL021898,            UNNAMED,18980831,700, L, HU,32.1,-80.8
AL051898,            UNNAMED,18980920,1100, L, TS,29.6,-92.8
AL061898,            UNNAMED,18980928,700, L, TS,29.4,-94.7
AL071898,            UNNAMED,18981002,1600, L, HU,30.9,-81.4
AL011899,            UNNAMED,18990627,900, L, TS,29.1,-95.1
AL021899,            UNNAMED,18990730,1000, L, TS,24.9,-80.6
AL021899,            UNNAMED,18990801,1700, L, HU,29.7,-84.7
AL031899,            UNNAMED,18990818,100, L, HU,35.2,-75.8
AL061899,            UNNAMED,18991005,1000, L, TS,27.9,-82.8
AL091899,            UNNAMED,18991031,900, L, HU,33.6,-79
AL011900,            UNNAMED,19000909,200, L, HU,29.1,-95.1
AL041900,            UNNAMED,19000913,600, L, TS,29.1,-89.5
AL041900,            UNNAMED,19000913,1500, L, TS,30.3,-88.8
AL061900,            UNNAMED,19001012,300, L, TS,29.5,-83.3
AL011901,            UNNAMED,19010613,2100, L, TS,29.9,-84.6
AL021901,            UNNAMED,19010710,1000, L, TS,28.6,-96
AL031901,            UNNAMED,19010711,700, L, HU,36,-75.8
AL031901,            UNNAMED,19010712,2200, L, TS,34,-77.9
AL041901,            UNNAMED,19010810,2200, L, TS,26.3,-80.1
AL041901,            UNNAMED,19010814,2100, L, HU,29.3,-89.6
AL041901,            UNNAMED,19010815,1700, L, HU,30.4,-88.8
AL081901,            UNNAMED,19010917,2000, L, TS,30.4,-86.6
AL101901,            UNNAMED,19010928,300, L, TS,29.9,-84.6
AL011902,            UNNAMED,19020614,2300, L, TS,29.8,-83.7
AL021902,            UNNAMED,19020626,2100, L, TS,27.7,-97.2
AL041902,            UNNAMED,19021010,2100, L, TS,30.3,-87.3
AL031903,            UNNAMED,19030911,2300, L, HU,26.1,-80.1
AL031903,            UNNAMED,19030913,2300, L, HU,30.1,-85.6
AL041903,            UNNAMED,19030916,1100, L, HU,39.1,-74.7
AL021904,            UNNAMED,19040914,1300, L, HU,33.1,-79.2
AL041904,            UNNAMED,19041017,800, L, HU,25.3,-80.3
AL041904,            UNNAMED,19041020,1000, L, TS,25.5,-81.2
AL061904,            UNNAMED,19041103,1200, L, TS,30.3,-86.7
AL031905,            UNNAMED,19050929,1000, L, TS,29.6,-92.6
AL051905,            UNNAMED,19051009,1700, L, TS,29.5,-91.4
AL011906,            UNNAMED,19060612,2000, L, TS,30.1,-85.6
AL021906,            UNNAMED,19060617,300, L, HU,24.7,-81.1
AL021906,            UNNAMED,19060617,800, L, HU,25.2,-80.7
AL051906,            UNNAMED,19060917,2200, L, HU,33.3,-79.2
AL061906,            UNNAMED,19060927,1100, L, HU,30.2,-88.6
AL081906,            UNNAMED,19061018,1000, L, HU,24.7,-81.1
AL081906,            UNNAMED,19061018,1200, L, HU,25.3,-80.7
AL081906,            UNNAMED,19061021,900, L, TS,30,-81.4
AL011907,            UNNAMED,19070628,2300, L, TS,30.3,-85.9
AL021907,            UNNAMED,19070921,1700, L, TS,30.4,-88.9
AL031907,            UNNAMED,19070928,2000, L, TS,30.1,-85.7
AL021908,            UNNAMED,19080529,2100, L, HU,35.2,-75.6
AL021908,            UNNAMED,19080530,2300, L, TS,41.3,-72
AL031908,            UNNAMED,19080731,1100, L, HU,34.6,-77.1
AL041908,            UNNAMED,19080731,2200, L, TS,29.5,-91.9
AL051908,            UNNAMED,19080901,800, L, TS,34.6,-76.6
AL021909,            UNNAMED,19090629,1700, L, HU,26.1,-97.2
AL031909,            UNNAMED,19090628,2000, L, TS,26,-80.1
AL031909,            UNNAMED,19090630,1400, L, TS,30.1,-84.1
AL041909,            UNNAMED,19090721,1700, L, HU,28.9,-95.3
AL081909,            UNNAMED,19090829,900, L, TS,26.4,-80.1
AL091909,            UNNAMED,19090921,0, L, HU,29.5,-91.3
AL111909,            UNNAMED,19091011,1800, L, HU,24.7,-81
AL031910,            UNNAMED,19100914,2200, L, HU,26.9,-97.4
AL051910,            UNNAMED,19101018,600, L, HU,26.5,-82
AL021911,            UNNAMED,19110811,2200, L, HU,30.3,-87.5
AL031911,            UNNAMED,19110828,1000, L, HU,32.2,-80.7
AL011912,            UNNAMED,19120613,500, L, TS,29.6,-91.6
AL021912,            UNNAMED,19120715,1500, L, TS,31.3,-81.3
AL041912,            UNNAMED,19120914,800, L, HU,30.3,-88.4
AL061912,            UNNAMED,19121016,1800, L, HU,27.1,-97.4
AL011913,            UNNAMED,19130628,100, L, HU,27.1,-97.4
AL041913,            UNNAMED,19130903,800, L, HU,34.7,-76.6
AL051913,            UNNAMED,19131008,1400, L, HU,33.1,-79.4
AL011914,            UNNAMED,19140917,700, L, TS,30.6,-81.4
AL011915,            UNNAMED,19150801,1800, L, HU,28.7,-80.8
AL021915,            UNNAMED,19150817,700, L, HU,29.2,-95.1
AL041915,            UNNAMED,19150904,1100, L, HU,30,-85.4
AL061915,            UNNAMED,19150929,1800, L, HU,29,-90.3
AL011916,            UNNAMED,19160514,600, L, TS,25.1,-81
AL021916,            UNNAMED,19160705,2100, L, HU,30.4,-88.4
AL031916,            UNNAMED,19160721,1300, L, TS,41.4,-71.2
AL041916,            UNNAMED,19160714,800, L, HU,32.9,-79.5
AL061916,            UNNAMED,19160818,2200, L, HU,27,-97.4
AL071916,            UNNAMED,19160825,800, L, TS,25.6,-80.3
AL091916,            UNNAMED,19160906,600, L, TS,33.9,-78.3
AL121916,            UNNAMED,19161004,2100, L, TS,31.5,-81.4
AL141916,            UNNAMED,19161018,1400, L, HU,30.4,-87.4
AL041917,            UNNAMED,19170929,200, L, HU,30.4,-86.6
AL011918,            UNNAMED,19180806,1800, L, HU,29.8,-93.2
AL031918,            UNNAMED,19180824,2100, L, HU,34.8,-76.8
AL011919,            UNNAMED,19190704,1100, L, TS,30.4,-87
AL021919,            UNNAMED,19190910,700, L, HU,24.6,-82.9
AL021919,            UNNAMED,19190914,2100, L, HU,27.2,-97.3
AL041919,            UNNAMED,19191001,100, L, TS,31.2,-81.3
AL021920,            UNNAMED,19200922,100, L, HU,29.1,-90.8
AL031920,            UNNAMED,19200923,600, L, TS,33.7,-78.2
AL051920,            UNNAMED,19200930,900, L, TS,28.9,-82.9
AL011921,            UNNAMED,19210622,1800, L, HU,28.5,-95.9
AL061921,            UNNAMED,19211025,2000, L, HU,28.1,-82.8
AL011923,            UNNAMED,19230626,500, L, TS,29.1,-90.1
AL061923,            UNNAMED,19231016,600, L, HU,29.2,-91
AL071923,            UNNAMED,19231019,900, L, TS,41.3,-70.6
AL081923,            UNNAMED,19231018,100, L, TS,30.3,-89
AL051924,            UNNAMED,19240915,1400, L, HU,29.7,-85.3
AL081924,            UNNAMED,19240929,2100, L, TS,30,-84
AL101924,            UNNAMED,19241021,100, L, HU,25.8,-81.8
AL041925,            UNNAMED,19251201,300, L, TS,26.3,-81.9
AL011926,            UNNAMED,19260728,1000, L, HU,29,-80.8
AL031926,            UNNAMED,19260825,2300, L, HU,29.2,-90.9
AL071926,            UNNAMED,19260918,1200, L, HU,25.6,-80.3
AL071926,            UNNAMED,19260920,2200, L, HU,30.3,-87.5
AL051927,            UNNAMED,19271003,900, L, TS,32.5,-80.4
AL011928,            UNNAMED,19280808,700, L, HU,27.3,-80.2
AL011928,            UNNAMED,19280810,400, L, TS,30,-84.3
AL021928,            UNNAMED,19280813,300, L, TS,24.7,-81.4
AL021928,            UNNAMED,19280814,1400, L, TS,29.9,-84.7
AL041928,            UNNAMED,19280917,0, L, HU,26.7,-80
AL041928,            UNNAMED,19280918,1900, L, HU,32.5,-80.3
AL011929,            UNNAMED,19290628,2100, L, HU,28.3,-96.4
AL021929,            UNNAMED,19290928,1300, L, HU,25,-80.5
AL021929,            UNNAMED,19291001,400, L, HU,30.2,-85.7
AL021930,            UNNAMED,19300909,900, L, TS,27.5,-82.7
AL011931,            UNNAMED,19310627,2200, L, TS,26.6,-97.3
AL021931,            UNNAMED,19310715,1000, L, TS,29.2,-91
AL021932,            UNNAMED,19320814,400, L, HU,29,-95.2
AL031932,            UNNAMED,19320830,400, L, TS,25.3,-80.3
AL031932,            UNNAMED,19320901,500, L, HU,30.2,-88.1
AL061932,            UNNAMED,19320915,400, L, TS,30,-83.9
AL081932,            UNNAMED,19320919,1900, L, TS,29.6,-91.9
AL031933,            UNNAMED,19330723,800, L, TS,28.6,-96
AL051933,            UNNAMED,19330730,1600, L, HU,27.1,-80.1
AL061933,            UNNAMED,19330823,1000, L, HU,35.8,-75.6
AL061933,            UNNAMED,19330823,1200, L, HU,36.1,-75.8
AL081933,            UNNAMED,19330905,400, L, HU,26.1,-97.2
AL111933,            UNNAMED,19330904,500, L, HU,26.9,-80.1
AL111933,            UNNAMED,19330905,400, L, TS,29.2,-82.9
AL011934,            UNNAMED,19340616,1900, L, HU,29.7,-91.7
AL031934,            UNNAMED,19340725,1700, L, HU,28.1,-96.8
AL061934,            UNNAMED,19340903,1000, L, TS,35,-76.2
AL071934,            UNNAMED,19340909,200, L, HU,40.7,-73
AL071934,            UNNAMED,19340909,400, L, TS,41.2,-73
AL111934,            UNNAMED,19341006,100, L, TS,30.3,-87.4
AL031935,            UNNAMED,19350903,200, L, HU,24.8,-80.8
AL031935,            UNNAMED,19350904,2200, L, HU,29.6,-83.4
AL071935,            UNNAMED,19351104,1800, L, HU,25.9,-80.1
AL011936,            UNNAMED,19360615,800, L, TS,25.9,-81.7
AL031936,            UNNAMED,19360627,1600, L, HU,27.9,-97
AL041936,            UNNAMED,19360727,1600, L, TS,29.1,-90.2
AL051936,            UNNAMED,19360729,200, L, TS,25.3,-80.3
AL051936,            UNNAMED,19360731,1400, L, HU,30.4,-86.6
AL091936,            UNNAMED,19360821,2200, L, TS,28.9,-80.8
AL011937,            UNNAMED,19370729,2200, L, TS,28.1,-82.8
AL031937,            UNNAMED,19370830,1400, L, TS,29.1,-80.9
AL071937,            UNNAMED,19370919,1800, L, TS,29.1,-89.3
AL071937,            UNNAMED,19370920,1600, L, TS,29.7,-85.4
AL101937,            UNNAMED,19371003,1200, L, TS,29.5,-92
AL101937,            UNNAMED,19371003,1400, L, TS,29.8,-92
AL031938,            UNNAMED,19380815,100, L, HU,29.8,-93.4
AL061938,            UNNAMED,19380921,2000, L, HU,40.7,-72.9
AL061938,            UNNAMED,19380921,2100, L, HU,41.3,-72.9
AL071938,            UNNAMED,19381017,1300, L, TS,29.3,-94.8
AL011939,            UNNAMED,19390616,1300, L, TS,30.3,-87.6
AL021939,            UNNAMED,19390811,2300, L, HU,27.2,-80.2
AL021939,            UNNAMED,19390813,600, L, HU,30.4,-86.4
AL041939,            UNNAMED,19390926,800, L, TS,29.1,-90.2
AL021940,            UNNAMED,19400807,2100, L, HU,29.7,-94.1
AL031940,            UNNAMED,19400811,2000, L, HU,32.1,-80.8
AL061940,            UNNAMED,19400924,900, L, TS,29.8,-93.4
AL021941,            UNNAMED,19410923,2200, L, HU,28.8,-95.6
AL051941,            UNNAMED,19411006,1000, L, HU,25.5,-80.2
AL051941,            UNNAMED,19411006,1100, L, HU,25.5,-80.3
AL051941,            UNNAMED,19411007,900, L, HU,29.9,-84.6
AL061941,            UNNAMED,19411020,1400, L, TS,29,-83
AL021942,            UNNAMED,19420821,1300, L, HU,29.5,-94.6
AL031942,            UNNAMED,19420830,900, L, HU,28.3,-96.6
AL011943,            UNNAMED,19430727,1800, L, HU,29.5,-94.6
AL071943,            UNNAMED,19431001,0, L, TS,37.7,-75.7
AL031944,            UNNAMED,19440801,2300, L, HU,33.9,-78.1
AL061944,            UNNAMED,19440910,1900, L, TS,29.3,-89.4
AL061944,            UNNAMED,19440910,2300, L, TS,30.3,-88.3
AL071944,            UNNAMED,19440915,200, L, HU,40.9,-72.2
AL071944,            UNNAMED,19440915,400, L, HU,41.4,-71.6
AL131944,            UNNAMED,19441018,2100, L, HU,24.6,-82.9
AL131944,            UNNAMED,19441019,700, L, HU,27.2,-82.5
AL011945,            UNNAMED,19450624,800, L, HU,28.6,-82.7
AL011945,            UNNAMED,19450626,100, L, HU,34.7,-76.6
AL051945,            UNNAMED,19450827,1200, L, HU,28.2,-96.7
AL071945,            UNNAMED,19450905,0, L, TS,26.5,-82.1
AL091945,            UNNAMED,19450915,1930, L, HU,25.3,-80.3
AL091945,            UNNAMED,19450915,2000, L, HU,25.4,-80.4
AL091945,            UNNAMED,19450917,1100, L, TS,32.1,-80.9
AL021946,            UNNAMED,19460706,800, L, TS,33.9,-78.2
AL031946,            UNNAMED,19460825,1900, L, TS,22.1,-97.8
AL041946,            UNNAMED,19460912,1700, L, TS,25,-78.2
AL041946,            UNNAMED,19460912,2300, L, TS,25.9,-77.3
AL061946,            UNNAMED,19461007,400, L, HU,22.2,-83.9
AL061946,            UNNAMED,19461008,200, L, HU,27.5,-82.6
AL071946,            UNNAMED,19461101,300, L, TS,23.4,-75.8
AL071946,            UNNAMED,19461101,1200, L, TS,24.6,-77.8
AL071946,            UNNAMED,19461101,2200, L, TS,26.6,-80.1
AL011947,            UNNAMED,19470802,0, L, TS,25.6,-97.3
AL021947,            UNNAMED,19470812,1600, L, TS,19.9,-87.5
AL021947,            UNNAMED,19470815,1000, L, HU,21.7,-97.5
AL031947,            UNNAMED,19470822,1400, L, TS,29.1,-90.3
AL031947,            UNNAMED,19470824,2200, L, HU,29.2,-94.9
AL041947,            UNNAMED,19470916,1900, L, HU,26.7,-77.1
AL041947,            UNNAMED,19470917,1630, L, HU,26.1,-80.1
AL041947,            UNNAMED,19470919,1400, L, HU,29.6,-89.5
AL051947,            UNNAMED,19470908,1400, L, TS,30.3,-88.2
AL061947,            UNNAMED,19470921,2200, L, TS,21.6,-82.6
AL061947,            UNNAMED,19470922,300, L, TS,22.5,-83.1
AL061947,            UNNAMED,19470923,2200, L, TS,28.9,-82.7
AL071947,            UNNAMED,19471007,400, L, TS,30.8,-81.5
AL091947,            UNNAMED,19471011,700, L, TS,22.2,-83.6
AL091947,            UNNAMED,19471012,200, L, HU,25.4,-81.2
AL091947,            UNNAMED,19471015,1100, L, HU,31.8,-80.9
AL021948,            UNNAMED,19480709,700, L, TS,30.3,-87.3
AL041948,            UNNAMED,19480831,2200, L, TS,13.8,-60.9
AL051948,            UNNAMED,19480904,700, L, HU,29.1,-90.5
AL081948,            UNNAMED,19480920,2200, L, HU,22.3,-82.1
AL081948,            UNNAMED,19480921,100, L, HU,22.7,-82
AL081948,            UNNAMED,19480921,1700, L, HU,24.6,-81.6
AL081948,            UNNAMED,19480922,500, L, HU,25.8,-81.3
AL091948,            UNNAMED,19481005,700, L, HU,22.4,-83.2
AL091948,            UNNAMED,19481005,1800, L, HU,24.7,-81.2
AL091948,            UNNAMED,19481005,2000, L, HU,25.1,-80.9
AL091948,            UNNAMED,19481007,2200, L, HU,32.3,-64.9
AL021949,            UNNAMED,19490826,2300, L, HU,26.6,-80
AL031949,            UNNAMED,19490901,600, L, TS,13.9,-61
AL051949,            UNNAMED,19490904,1200, L, TS,29.3,-90.6
AL071949,            UNNAMED,19490913,800, L, TS,34.3,-77.8
AL091949,            UNNAMED,19490926,800, L, TS,19.5,-96.3
AL101949,            UNNAMED,19490922,1500, L, TS,18.4,-70
AL111949,            UNNAMED,19491004,500, L, HU,28.8,-95.6
AL161949,            UNNAMED,19491104,1400, L, TS,15.6,-84.1
AL011950,               ABLE,19500821,1600, L, HU,44.6,-63.7
AL021950,              BAKER,19500822,1200, L, TS,16.8,-62.2
AL021950,              BAKER,19500831,300, L, HU,30.2,-88
AL021950,              BAKER,19500831,400, L, HU,30.7,-87.9
AL051950,               EASY,19500903,100, L, HU,21.5,-82.6
AL051950,               EASY,19500903,700, L, HU,22.7,-82.3
AL051950,               EASY,19500905,1700, L, HU,29.1,-82.8
AL051950,               EASY,19500906,400, L, HU,28.5,-82.7
AL091950,               ITEM,19501011,400, L, HU,18.9,-95.9
AL111950,               KING,19501016,2200, L, HU,20.9,-78.3
AL111950,               KING,19501018,500, L, HU,25.7,-80.2
AL131950,               LOVE,19501021,1100, L, TS,29.7,-83.4
AL021951,               ABLE,19510518,1200, L, HU,27,-77.9
AL041951,            CHARLIE,19510818,300, L, HU,17.9,-76.9
AL041951,            CHARLIE,19510820,200, L, HU,20.3,-87
AL041951,            CHARLIE,19510820,300, L, HU,20.4,-87.3
AL041951,            CHARLIE,19510822,1900, L, HU,22.3,-97.8
AL081951,             GEORGE,19510921,1400, L, TS,21.6,-97.4
AL091951,                HOW,19511002,1000, L, TS,26.7,-82.3
AL021952,               ABLE,19520831,300, L, HU,32.3,-80.6
AL031952,            UNNAMED,19520828,200, L, TS,33.7,-78.7
AL101952,                FOX,19521024,1800, L, HU,22,-80.9
AL101952,                FOX,19521025,1900, L, TS,24.4,-78.3
AL101952,                FOX,19521026,1000, L, HU,24.7,-76.2
AL101952,                FOX,19521026,1500, L, HU,24.5,-75.6
AL011953,              ALICE,19530526,1800, L, TS,15.4,-83.9
AL011953,              ALICE,19530531,1300, L, TS,21.9,-84.3
AL011953,              ALICE,19530606,1700, L, TS,30.3,-85.9
AL031953,            BARBARA,19530814,300, L, HU,35,-76.1
AL031953,            BARBARA,19530814,500, L, HU,35.4,-76.1
AL031953,            BARBARA,19530814,900, L, HU,36.1,-75.9
AL041953,              CAROL,19530907,2000, L, HU,44.2,-66.4
AL041953,              CAROL,19530907,2200, L, HU,45.3,-65.8
AL061953,              DOLLY,19530912,500, L, TS,32.3,-64.8
AL081953,            UNNAMED,19530920,1700, L, TS,29,-82.8
AL091953,           FLORENCE,19530926,1500, L, HU,30.3,-86.2
AL121953,              HAZEL,19531009,1500, L, HU,26.7,-82.2
AL121953,              HAZEL,19531009,1600, L, HU,26.7,-82.1
AL031954,              ALICE,19540625,1400, L, HU,25,-97.6
AL051954,            BARBARA,19540729,1000, L, TS,29.7,-92.8
AL061954,              CAROL,19540831,1400, L, HU,40.9,-72.2
AL061954,              CAROL,19540831,1500, L, HU,41.3,-72
AL081954,               EDNA,19540911,1830, L, HU,41.4,-70.5
AL081954,               EDNA,19540911,1900, L, HU,41.7,-70.3
AL081954,               EDNA,19540911,1930, L, HU,41.9,-70.1
AL101954,           FLORENCE,19540912,1100, L, TS,20.4,-96.8
AL121954,              GILDA,19540927,1700, L, TS,16.7,-88.4
AL141954,              HAZEL,19541006,0, L, HU,12.2,-61.6
AL141954,              HAZEL,19541012,900, L, HU,18.3,-74.2
AL141954,              HAZEL,19541013,0, L, HU,19.6,-73.4
AL141954,              HAZEL,19541013,1400, L, HU,21,-73.1
AL141954,              HAZEL,19541015,1530, L, HU,33.9,-78.6
AL011955,             BRENDA,19550801,1700, L, TS,29.7,-89.4
AL021955,             CONNIE,19550812,1500, L, HU,34.7,-76.7
AL031955,              DIANE,19550817,1200, L, TS,34,-77.9
AL051955,            UNNAMED,19550827,400, L, TS,30,-89.2
AL071955,             GLADYS,19550905,2200, L, HU,23.1,-97.8
AL081955,               IONE,19550919,1100, L, HU,34.7,-76.7
AL091955,              HILDA,19550913,2100, L, HU,20.2,-74.2
AL091955,              HILDA,19550915,300, L, HU,19.3,-81.2
AL091955,              HILDA,19550916,1400, L, HU,19.7,-87.7
AL091955,              HILDA,19550919,1100, L, HU,22.3,-97.9
AL101955,              JANET,19550923,0, L, HU,12.6,-61.4
AL101955,              JANET,19550927,1700, L, HU,17.4,-83.9
AL101955,              JANET,19550928,500, L, HU,18.4,-87.8
AL101955,              JANET,19550929,1800, L, HU,19.8,-96.4
AL131955,              KATIE,19551017,500, L, HU,18,-71.7
AL161954,              ALICE,19550102,2100, L, HU,18,-63
AL011956,            UNNAMED,19560613,1700, L, TS,29.1,-90.7
AL021956,               ANNA,19560726,2100, L, HU,21.7,-97.5
AL051956,               DORA,19560912,1800, L, TS,20.9,-97.3
AL071956,             FLOSSY,19560924,1000, L, HU,29.1,-89.4
AL071956,             FLOSSY,19560925,0, L, HU,30.4,-86.4
AL111956,            UNNAMED,19561015,2100, L, TS,25.2,-80.6
AL011957,            UNNAMED,19570609,30, L, TS,30.1,-84.2
AL021957,             AUDREY,19570627,1330, L, HU,29.8,-93.7
AL031957,             BERTHA,19570810,600, L, TS,29.7,-93.9
AL051957,             DEBBIE,19570908,1700, L, TS,30.3,-86.1
AL061957,             ESTHER,19570918,1200, L, TS,29.2,-90.9
AL011958,               ALMA,19580615,800, L, TS,24.9,-97.6
AL051958,               ELLA,19580901,1200, L, HU,18.2,-73.4
AL051958,               ELLA,19580902,0, L, HU,20,-76.2
AL051958,               ELLA,19580903,1100, L, TS,21.8,-82.7
AL051958,               ELLA,19580903,1700, L, TS,22.1,-84
AL051958,               ELLA,19580906,800, L, TS,27.5,-97.2
AL071958,              GERDA,19580914,2100, L, TS,18,-71.2
AL071958,              GERDA,19580920,800, L, TS,24.5,-97.7
AL101958,             JANICE,19581006,300, L, TS,22,-80.3
AL101958,             JANICE,19581006,1600, L, TS,24.2,-78
AL101958,             JANICE,19581006,2100, L, HU,25.1,-77.1
AL101958,             JANICE,19581006,2300, L, HU,25.5,-76.8
AL011959,             ARLENE,19590530,2200, L, TS,29.6,-91.6
AL031959,            UNNAMED,19590618,800, L, TS,28,-82.8
AL041959,              CINDY,19590709,400, L, HU,33,-79.6
AL041959,              CINDY,19590711,1200, L, TS,41.7,-70.7
AL051959,              DEBRA,19590725,500, L, HU,29.1,-95.2
AL061959,              EDITH,19590818,1000, L, TS,15.3,-61.3
AL081959,             GRACIE,19590929,1700, L, HU,32.5,-80.4
AL101959,              IRENE,19591008,1000, L, TS,30.3,-87.6
AL111959,             JUDITH,19591018,1400, L, TS,26.7,-82.3
AL011960,            UNNAMED,19600624,400, L, TS,26.9,-97.4
AL021960,               ABBY,19600710,1200, L, TS,13.9,-60.9
AL021960,               ABBY,19600715,600, L, HU,16.3,-86.6
AL021960,               ABBY,19600715,1400, L, HU,16.5,-88.4
AL031960,             BRENDA,19600729,600, L, TS,29.7,-83.5
AL031960,             BRENDA,19600729,2100, L, TS,33.9,-78.2
AL051960,              DONNA,19600904,2200, L, HU,17.7,-61.8
AL051960,              DONNA,19600905,400, L, HU,18.1,-63
AL051960,              DONNA,19600908,600, L, HU,22.2,-74.3
AL051960,              DONNA,19600908,1600, L, HU,22.4,-75.8
AL051960,              DONNA,19600910,700, L, HU,24.8,-80.9
AL051960,              DONNA,19600910,1600, L, HU,25.9,-81.6
AL051960,              DONNA,19600912,400, L, HU,34.6,-77.3
AL051960,              DONNA,19600912,1900, L, HU,40.7,-72.9
AL051960,              DONNA,19600912,2000, L, HU,41.3,-72.4
AL061960,              ETHEL,19600915,2100, L, HU,30.4,-89
AL071960,           FLORENCE,19600919,900, L, TS,21.1,-73.1
AL091969,            CAMILLE,19690815,2200, L, HU,21.9,-84.3
AL091969,            CAMILLE,19690818,400, L, HU,30.3,-89.4
AL031983,             ALICIA,19830818,700, L, HU,29.1,-95.1
AL041983,              BARRY,19830825,1100, L, TD,27.9,-80.6
AL041983,              BARRY,19830828,1725, L, HU,25.4,-97.4
AL101984,              DIANA,19840913,700, L, HU,33.9,-78
AL021985,                BOB,19850725,300, L, HU,32.2,-80.5
AL041985,              DANNY,19850815,1630, L, HU,29.6,-92.7
AL051985,              ELENA,19850902,1300, L, HU,30.4,-89.2
AL091985,             GLORIA,19850927,530, L, HU,35.2,-75.6
AL091985,             GLORIA,19850927,1600, L, HU,40.6,-73.3
AL101985,              HENRI,19850924,2100, L, TS,40.8,-72.5
AL101985,              HENRI,19850925,0, L, TD,41.3,-71.8
AL111985,             ISABEL,19851010,2100, L, TS,30.6,-81.4
AL121985,               JUAN,19851029,1100, L, HU,29.5,-91.4
AL131985,               KATE,19851121,2230, L, HU,30,-85.4
AL021986,             BONNIE,19860626,1000, L, HU,29.6,-94.2
