year,latitude,longitude,sea_surface_temp
1854,40.77,-65.74,26.4
1854,39.69,-68.52,18.3
1854,41.94,-64.88,
1854,32.46,-50.36,
1854,31.22,-74.19,
1854,32.63,-55.19,
1854,41.86,-56.13,15.0
1854,35.03,-51.77,21.7
1854,18.48,-55.95,25.6
1854,39.95,-64.3,24.4
1854,42.06,-60.29,
1854,24.46,-82.43,26.1
1854,19.8,-60.78,
1854,13.63,-50.65,
1854,39.41,-65.29,
1854,35.25,-71.47,22.2
1854,17.45,-58.43,
1854,18.25,-68.83,27.2
1854,37.64,-57.06,24.4
1854,35.74,-59.56,24.4
1854,37.96,-71.82,18.9
1854,15.33,-53.7,24.4
1854,35.79,-59.09,
1854,18.96,-76.75,
1854,39.06,-67.91,24.4
1854,34.13,-50.33,22.2
1854,38.56,-50.04,
1854,20.55,-80.18,27.8
1854,32.67,-68.55,
1854,33.95,-76.12,21.1
1854,37.97,-64.12,16.7
1854,39.16,-60.33,
1854,38.17,-72.57,7.2
1854,37.3,-61.19,
1854,41.28,-68.93,18.9
1854,33.36,-67.75,24.4
1854,29.95,-65.12,20.6
1854,29.42,-65.33,21.1
1854,36.66,-61.01,
1854,36.06,-51.52,22.2
1854,40.15,-66.03,18.9
1854,16.65,-71.65,28.3
1854,41.04,-68.94,
1854,2.38,-96.83,24.4
1854,34.29,-61.62,25.0
1854,40.65,-59.33,18.9
1854,41.18,-67.17,
1854,23.38,-81.99,26.1
1854,33.4,-67.45,
1854,40.28,-70.11,
1854,19.18,-52.9,
1854,42.13,-59.87,26.1
1854,26.75,-65.7,
1854,32.76,-71.22,20.6
1854,40.3,-65.67,23.9
1854,36.94,-71.07,27.2
1854,30.97,-70.33,20.0
1854,35.25,-52.33,21.1
1854,18.25,-58.78,
1854,34.78,-66.92,
1854,35.69,-58.89,
1854,32.67,-69.72,
1854,25.76,-88.52,
1854,40.19,-72.11,
1854,42.58,-56.73,
1854,38.51,-70.07,13.9
1854,44.85,-52.07,5.6
1854,36.25,-58.78,17.8
1854,33.33,-73.38,18.9
1854,42.38,-62.57,7.2
1854,29.74,-62.44,
1854,35.82,-58.53,26.7
1854,45.4,-50.33,
1854,42.27,-60.83,14.4
1854,30.2,-78.89,24.4
1854,23.57,-85.38,26.1
1854,28.75,-89.17,20.0
1854,40.21,-64.06,
1854,38.88,-50.4,
1854,33.73,-71.1,19.4
1854,27.3,-87.78,
1854,37.87,-69.72,
1854,27.33,-88.6,
1854,41.79,-61.45,
1854,42.3,-70.08,17.8
1854,27.31,-64.46,26.1
1854,40.1,-70.58,
1854,34.83,-52.15,20.6
1854,41.62,-63.77,12.2
1854,4.57,-83.08,26.7
1854,31.8,-67.68,
1854,20.47,-71.67,
1854,18.92,-56.79,
1854,37.0,-72.0,27.2
1854,36.95,-65.34,
1854,19.64,-63.31,
1854,30.45,-65.28,27.8
1854,37.27,-69.33,22.8
1854,15.82,-52.02,26.1
1854,34.83,-57.5,20.0
1854,33.72,-53.14,23.9
1854,28.75,-66.17,27.8
1854,38.24,-57.43,
1854,31.87,-67.07,23.9
1854,39.03,-68.45,
1854,37.99,-53.88,
1854,35.5,-69.6,19.4
1854,42.72,-59.93,17.8
1854,15.82,-59.25,27.8
1854,17.37,-54.5,
1854,14.83,-52.17,
1854,35.8,-64.12,21.7
1854,26.59,-85.13,
1854,15.52,-80.7,27.8
1854,37.15,-73.83,11.7
1854,38.95,-73.9,16.7
1854,36.27,-67.89,26.1
1854,26.97,-63.38,28.3
1854,39.83,-73.8,11.1
1854,40.17,-71.03,18.3
1854,38.18,-66.68,21.7
1854,37.4,-66.48,18.9
1854,19.38,-61.23,25.6
1854,27.1,-74.9,
1854,42.1,-60.3,2.2
1854,34.75,-75.48,26.7
1854,9.75,-82.17,26.7
1854,42.12,-53.75,15.0
1854,39.57,-62.77,21.1
1854,26.63,-64.52,25.6
1854,9.32,-52.02,
1854,36.4,-72.27,
1854,41.05,-67.35,
1854,34.98,-53.54,
1854,40.25,-69.18,14.4
1854,9.42,-88.12,
1854,23.54,-85.63,
1854,36.37,-58.58,22.8
1854,17.77,-50.7,26.7
1854,42.06,-67.83,
1854,34.08,-74.5,20.0
1854,32.6,-77.37,
1854,42.55,-69.67,
1854,43.27,-51.35,
1854,36.9,-51.78,23.9
1854,41.85,-64.46,
1854,40.78,-67.85,
1854,37.46,-54.82,
1854,26.68,-76.52,
1854,41.23,-68.25,
1854,27.33,-69.5,
1854,25.56,-65.51,
1854,41.33,-61.67,15.6
1854,22.35,-85.4,27.8
1854,28.98,-63.62,
1854,27.5,-63.42,27.8
1854,40.62,-58.4,18.9
1854,36.02,-50.08,18.9
1854,33.58,-51.74,
1854,23.4,-70.08,27.2
1854,26.98,-79.68,26.7
1854,43.38,-53.75,-1.7
1854,8.63,-87.57,
1854,40.01,-68.82,18.9
1854,41.92,-67.04,16.1
1854,3.21,-80.83,
1854,32.38,-75.41,
1854,20.85,-54.48,
1854,41.76,-62.81,
1854,39.5,-58.17,25.0
1854,34.89,-66.78,
1854,32.58,-68.33,26.7
1854,27.71,-64.57,26.1
1854,15.57,-70.22,
1854,43.0,-52.0,6.1
1854,41.13,-66.17,10.0
1854,31.05,-72.55,20.0
1854,42.22,-60.23,
1854,19.73,-61.25,25.6
1854,7.73,-84.7,
1854,35.65,-58.61,
1854,20.39,-73.33,
1854,40.77,-70.8,10.6
1854,14.34,-96.76,25.6
1854,43.03,-60.12,17.8
1854,35.8,-51.78,23.3
1854,33.92,-60.1,28.3
1854,15.7,-56.07,25.0
1854,18.45,-59.05,
1854,35.49,-53.03,25.0
1854,35.27,-68.55,
1854,36.39,-62.41,23.3
1854,42.57,-68.88,18.9
1854,29.59,-74.74,22.2
1854,18.4,-68.66,27.2
1854,31.75,-73.78,21.1
1854,12.83,-52.57,25.6
1854,41.15,-55.37,
1854,17.08,-51.83,
1854,41.0,-57.23,15.6
1854,32.9,-59.22,20.6
1854,40.72,-63.17,24.4
1854,42.92,-64.8,12.8
1854,37.0,-75.67,20.0
1854,8.83,-52.5,
1854,16.6,-75.33,27.8
1854,15.42,-52.63,
1854,19.67,-55.0,25.6
1854,40.87,-67.78,
1854,35.85,-59.98,15.6
1854,38.79,-62.76,23.3
1854,28.18,-67.06,23.9
1854,37.91,-63.68,
1854,38.9,-74.34,
1854,26.6,-56.3,23.3
1854,37.02,-71.79,21.7
1854,43.69,-63.63,
1854,41.83,-64.37,
1854,18.25,-52.91,
1854,42.04,-53.78,
1854,37.28,-71.67,18.9
1854,5.32,-85.0,
1854,42.39,-58.92,
1854,43.33,-67.75,
1854,39.89,-66.43,
1854,42.93,-58.5,12.8
1854,17.93,-86.19,
1854,4.2,-91.78,25.6
1854,19.85,-55.37,25.6
1854,31.18,-69.75,
1854,26.93,-66.1,27.8
1854,39.55,-65.07,
1854,37.53,-71.08,24.4
1854,36.39,-68.28,
1854,40.06,-66.82,
1854,38.03,-74.8,
1854,42.59,-56.69,13.3
1854,34.61,-50.89,
1854,42.32,-61.47,15.6
1854,32.52,-79.63,
1854,26.29,-79.69,
1854,39.0,-62.83,23.3
1854,27.07,-63.05,26.4
1854,35.21,-55.14,
1854,30.27,-59.32,26.7
1854,26.22,-68.92,25.6
1854,33.77,-51.82,
1854,24.37,-65.0,
1854,41.17,-68.42,12.2
1854,35.0,-58.54,
1854,35.77,-56.33,
1854,42.12,-57.78,
1854,36.4,-61.95,22.2
1854,37.72,-54.82,
1854,40.22,-73.98,
1854,38.65,-58.29,
1854,40.14,-71.56,
1854,35.85,-60.03,
1854,25.25,-51.55,
1854,26.98,-63.33,25.0
1854,34.65,-68.96,
1854,42.55,-63.76,
1854,35.91,-54.62,25.0
1854,32.57,-70.77,
1854,40.08,-59.72,
1854,35.22,-67.97,21.7
1854,14.62,-75.89,27.2
1854,19.63,-80.0,
1854,35.25,-66.33,20.0
1854,43.1,-58.47,22.8
1854,39.12,-69.96,12.2
1854,36.95,-57.08,21.7
1854,41.18,-67.67,
1854,14.37,-57.8,26.7
1854,34.2,-53.7,24.4
1854,41.74,-68.67,13.3
1854,20.4,-71.92,27.2
1854,24.93,-66.2,25.6
1854,27.67,-66.93,
1854,31.28,-66.83,27.8
1854,26.01,-79.51,
1854,22.43,-69.24,
1854,24.54,-80.33,
1854,26.17,-84.42,23.9
1854,20.18,-57.63,27.2
1854,26.07,-75.27,
1854,40.43,-72.3,21.7
1854,40.78,-68.87,16.7
1854,46.08,-52.67,11.1
1854,43.94,-56.36,
1854,39.52,-70.58,18.3
1854,32.28,-63.0,27.8
1854,13.79,-50.88,26.7
1854,38.72,-71.14,
1854,27.54,-79.56,
1854,3.64,-84.92,
1854,41.23,-59.43,22.2
1854,13.17,-65.17,26.1
1854,38.72,-72.09,
1854,35.97,-74.93,18.3
1854,39.73,-67.98,19.4
1854,36.53,-68.73,18.3
1854,35.48,-51.5,
1854,37.16,-60.67,
1854,42.1,-63.2,10.6
1854,28.69,-70.08,25.6
1854,29.6,-68.95,
1854,39.33,-57.43,
1854,38.91,-63.57,17.8
1854,27.41,-85.08,28.3
1854,23.49,-84.87,29.4
1854,20.92,-60.85,26.7
1854,46.7,-58.63,
1854,25.85,-88.4,
1854,30.86,-59.71,21.7
1854,22.72,-61.05,
1854,22.33,-70.68,
1854,17.0,-52.92,27.7
1854,40.37,-74.0,
1854,42.1,-55.59,5.6
1854,39.82,-69.08,
1854,38.73,-68.98,25.0
1854,24.27,-81.9,25.6
1854,35.03,-59.35,
1854,36.2,-68.67,18.9
1854,38.78,-72.77,
1854,20.46,-85.39,
1854,39.67,-71.1,
1854,13.77,-52.62,27.8
1854,2.73,-84.93,
1854,37.8,-51.37,21.1
1854,32.33,-64.22,21.7
1854,39.22,-69.3,13.9
1854,23.07,-58.48,24.4
1854,41.98,-63.55,14.4
1854,33.2,-77.13,26.7
1854,39.34,-64.09,18.9
1854,36.63,-55.27,
1854,22.05,-64.32,25.6
1854,25.38,-64.05,29.4
1854,20.63,-58.0,25.6
1854,27.92,-91.73,22.2
1854,33.53,-50.97,
1854,39.52,-65.62,
1854,26.56,-85.53,29.4
1854,22.57,-62.92,26.7
1854,12.27,-61.68,
1854,29.87,-79.0,23.3
1854,42.92,-60.94,17.2
1854,15.85,-72.33,26.1
1854,35.55,-70.67,20.6
1854,46.4,-58.43,15.6
1854,23.39,-69.79,
1854,14.42,-51.52,28.3
1854,23.62,-80.38,
1854,0.8,-87.47,25.6
1854,10.02,-86.4,
1854,40.53,-66.22,14.4
1854,38.43,-59.53,21.7
1854,28.52,-70.5,
1854,37.88,-68.82,25.0
1854,39.93,-70.4,5.0
1854,26.95,-67.25,26.1
1854,37.28,-67.72,21.7
1854,26.03,-63.33,
1854,42.32,-59.92,
1854,36.8,-61.2,
1854,19.19,-75.71,
1854,9.91,-56.62,
1854,40.92,-66.83,12.8
1854,35.69,-68.84,
1854,28.25,-70.13,26.1
1854,40.15,-70.0,11.1
1854,41.25,-68.32,
1854,26.63,-63.48,
1854,40.94,-60.92,
1854,42.42,-69.42,
1854,20.63,-60.25,29.4
1854,41.92,-63.63,
1854,36.57,-58.58,16.7
1854,40.03,-65.08,18.9
1854,29.0,-70.75,21.7
1854,38.3,-72.33,
1854,38.31,-65.03,
1854,19.03,-53.82,26.7
1854,32.27,-50.52,23.3
1854,34.78,-72.69,
1854,33.68,-51.5,
1854,15.12,-59.0,26.1
1854,36.22,-58.45,
1854,42.09,-65.83,
1854,25.15,-79.85,
1854,42.64,-57.1,22.2
1854,27.55,-88.12,22.2
1854,37.53,-73.43,
1854,30.59,-64.73,
1854,41.65,-51.06,3.3
1854,18.96,-85.65,28.9
1854,26.83,-85.82,
1854,42.25,-61.72,
1854,18.65,-68.13,
1854,25.4,-63.36,
1854,25.56,-79.42,
1854,18.8,-54.18,27.2
1854,39.92,-68.85,24.4
1854,35.47,-72.07,22.2
1854,41.91,-55.87,
1854,38.96,-67.11,21.1
1854,17.85,-86.12,
1854,32.33,-79.07,23.3
1854,42.09,-68.98,
1854,36.59,-71.42,
1854,37.45,-70.12,
1854,33.96,-70.68,19.4
1854,33.98,-55.7,
1854,39.61,-67.13,18.9
1854,38.7,-66.17,17.8
1854,33.77,-63.16,
1854,25.75,-67.7,22.2
1854,10.92,-59.0,
1854,19.93,-60.58,
1854,30.02,-65.23,22.2
1854,17.23,-77.6,
1854,19.7,-54.95,25.0
1854,25.67,-79.25,24.4
1854,27.73,-66.88,
1854,37.41,-72.59,
1854,24.7,-62.13,24.4
1854,37.22,-71.78,11.1
1854,42.97,-57.0,1.1
1854,31.12,-52.85,20.6
1854,40.7,-61.65,
1854,42.72,-54.2,18.3
1854,20.75,-62.42,25.6
1854,39.23,-63.06,
1854,41.33,-65.44,
1854,29.77,-79.39,28.3
1854,44.64,-62.02,13.3
1854,40.24,-54.4,
1854,26.23,-85.82,23.9
1854,14.42,-96.94,25.0
1854,35.97,-61.91,
1854,40.0,-73.17,
1854,41.07,-65.17,2.2
1854,40.89,-64.23,
1854,36.52,-70.83,25.6
1854,42.62,-64.1,6.7
1854,16.24,-59.53,28.3
1854,29.01,-79.53,28.9
1854,34.44,-59.18,
1854,39.44,-59.25,
1854,27.77,-64.36,26.7
1854,28.88,-67.5,27.8
1854,39.39,-68.0,
1854,16.02,-55.63,25.0
1854,42.53,-58.55,
1854,7.97,-85.38,
1854,37.7,-63.9,
1854,28.61,-86.13,28.3
1854,38.77,-70.35,11.7
1854,37.57,-63.02,15.6
1854,40.82,-64.67,
1854,38.62,-68.63,12.2
1854,32.97,-63.8,20.0
1854,35.47,-71.63,20.0
1854,28.28,-72.22,24.4
1854,28.07,-79.53,
1854,26.41,-68.89,
1854,37.33,-54.83,23.3
1854,36.93,-71.36,26.7
1854,25.98,-61.43,25.6
1854,15.78,-53.5,
1854,19.78,-52.12,26.7
1854,4.56,-84.46,
1854,36.75,-61.83,22.8
1854,24.4,-60.76,
1854,17.37,-71.83,29.4
1854,32.65,-50.53,17.8
1854,36.43,-59.78,21.1
1854,41.03,-64.22,23.9
1854,25.68,-80.01,28.3
1854,37.0,-58.25,
1854,13.62,-50.27,
1854,39.05,-68.95,21.1
1854,33.83,-74.03,
1854,0.86,-84.95,
1854,40.67,-70.65,3.3
1854,39.57,-68.93,16.7
1854,18.63,-51.8,
1854,35.23,-65.78,21.1
1854,34.18,-52.42,19.4
1854,44.11,-63.47,
1854,38.14,-50.42,
1854,16.85,-87.62,26.2
1854,17.92,-68.2,28.9
1854,27.71,-72.97,
1854,31.27,-79.0,24.4
1854,40.3,-68.45,12.2
1854,35.67,-51.54,26.7
1854,29.73,-67.02,23.3
1854,40.42,-73.5,
1854,42.41,-58.04,
1854,36.83,-56.3,21.1
1854,43.2,-56.63,2.2
1854,29.47,-68.22,25.0
1854,39.47,-63.67,26.1
1854,45.7,-55.2,
1854,30.95,-61.63,
1854,40.71,-67.43,
1854,37.18,-60.53,22.8
1854,33.57,-50.07,
1854,34.77,-52.77,
1854,22.68,-84.53,28.9
1854,21.1,-65.45,
1854,39.23,-63.56,20.0
1854,38.11,-56.66,
1854,38.57,-57.46,
1854,42.08,-58.67,20.6
1854,38.33,-57.38,
1854,37.14,-74.38,
1854,43.0,-57.67,
1854,41.7,-53.6,19.4
1854,25.27,-61.37,25.6
1854,35.22,-71.08,21.1
1854,37.65,-73.6,8.9
1854,1.19,-80.71,
1854,43.06,-62.41,13.9
1854,30.66,-70.24,22.2
1854,19.51,-85.71,
1854,36.17,-65.5,18.9
1854,36.61,-75.38,22.8
1854,13.27,-50.5,25.6
1854,32.95,-63.6,
1854,25.49,-83.53,28.9
1854,36.0,-57.66,20.6
1854,35.19,-51.58,21.1
1854,26.0,-65.17,25.6
1854,37.02,-74.03,22.2
1854,31.83,-67.3,29.4
1854,17.76,-55.69,
1854,27.06,-66.28,
1854,27.98,-59.17,23.3
1854,20.22,-80.12,27.8
1854,25.38,-79.82,26.7
1854,13.87,-52.3,25.0
1854,25.62,-65.28,25.0
1854,39.87,-72.29,
1854,38.28,-65.37,21.1
1854,38.69,-72.61,
1854,40.67,-60.39,17.2
1854,41.13,-63.59,21.1
1854,23.77,-83.48,29.4
1854,35.38,-73.18,
1854,24.06,-82.47,28.9
1854,23.45,-83.88,28.9
1854,37.2,-61.88,
1854,39.28,-66.4,
1854,25.76,-83.63,28.3
1854,36.64,-56.12,
1854,17.58,-63.5,
1854,35.0,-71.17,
1854,25.83,-77.15,
1854,29.04,-78.32,22.8
1854,33.02,-69.55,
1854,39.42,-71.0,
1854,35.85,-68.37,21.1
1854,42.65,-63.25,16.7
1854,22.65,-84.71,
1854,38.23,-62.0,25.6
1854,39.5,-71.2,22.8
1854,12.49,-80.96,27.2
1854,27.35,-63.9,
1854,36.6,-66.85,24.4
1854,36.14,-53.68,21.7
1854,35.96,-64.65,27.2
1854,39.08,-68.49,24.4
1854,34.83,-52.78,26.1
1854,9.05,-87.67,26.7
1854,42.68,-56.78,14.4
1854,30.73,-70.42,21.1
1854,36.55,-62.17,26.7
1854,27.95,-90.99,22.8
1854,22.8,-61.37,27.2
1854,37.83,-56.93,25.0
1854,19.89,-73.33,27.8
1854,40.83,-62.72,12.2
1854,32.97,-50.6,22.2
1854,38.25,-67.5,18.3
1854,24.14,-62.29,
1854,12.01,-50.89,27.8
1854,23.68,-82.57,
1854,42.27,-61.32,7.8
1854,36.38,-59.71,
1854,36.82,-72.37,
1854,35.08,-71.25,
1854,36.87,-73.33,
1854,40.02,-73.4,8.9
1854,18.62,-77.13,26.1
1854,31.73,-70.78,20.0
1854,40.59,-65.63,
1854,37.58,-74.47,13.3
1854,38.87,-64.17,23.9
1854,22.67,-60.5,25.6
1854,11.95,-96.27,26.1
1854,32.01,-78.27,
1854,17.0,-76.08,
1854,30.14,-62.21,
1854,21.65,-60.6,
1854,38.46,-70.78,14.4
1854,40.27,-73.2,
1854,37.26,-53.08,
1854,36.3,-56.07,22.8
1854,36.83,-73.75,16.7
1854,26.92,-76.37,23.9
1854,38.62,-60.0,17.8
1854,35.56,-71.26,
1854,24.0,-66.67,
1854,40.82,-65.92,16.7
1854,12.4,-51.39,
1854,7.98,-51.97,
1854,29.51,-74.93,23.3
1854,28.97,-72.0,23.3
1854,36.64,-58.94,22.8
1854,34.82,-53.9,
1854,41.67,-65.67,12.2
1854,35.72,-57.78,23.3
1854,25.77,-61.8,29.4
1854,12.93,-63.82,25.6
1854,37.57,-53.75,20.6
1854,40.23,-70.58,21.1
1854,37.77,-72.07,23.9
1854,39.04,-59.96,25.0
1854,38.11,-62.14,
1854,18.82,-82.68,27.8
1854,25.99,-59.54,
1854,37.21,-69.77,
1854,3.2,-84.3,26.1
1854,42.17,-58.47,12.2
1854,39.12,-69.37,15.0
1854,12.73,-51.27,
1854,43.0,-52.5,12.8
1854,26.91,-79.63,
1854,24.82,-65.43,26.7
1854,35.88,-61.62,
1854,45.36,-52.39,
1854,18.28,-59.25,25.6
1854,38.13,-62.75,
1854,38.17,-64.33,26.1
1854,23.88,-63.25,24.4
1854,39.98,-64.39,
1854,44.03,-67.55,15.0
1854,35.01,-74.15,28.3
1854,38.58,-61.62,
1854,43.12,-62.78,17.8
1854,39.02,-63.95,
1854,28.27,-88.28,
1854,19.04,-76.42,28.9
1854,28.52,-61.52,
1854,35.48,-55.56,
1854,35.85,-74.58,17.2
1854,41.1,-61.43,
1854,38.97,-69.66,
1854,13.54,-52.44,
1854,40.4,-68.57,7.8
1854,23.08,-53.1,26.7
1854,32.86,-53.15,
1854,35.67,-67.33,
1854,40.88,-63.42,20.6
1854,16.0,-50.67,27.2
1854,23.82,-84.26,
1854,0.24,-84.96,
1854,27.2,-62.0,27.8
1854,36.07,-53.4,21.7
1854,34.92,-74.08,23.9
1854,26.2,-76.82,23.9
1854,30.15,-72.02,24.4
1854,39.83,-63.87,23.9
1854,41.01,-56.49,
1854,18.0,-53.33,27.8
1854,42.77,-68.24,20.6
1854,31.85,-68.0,27.8
1854,39.96,-64.12,
1854,35.62,-58.37,
1854,39.84,-57.29,
1854,39.79,-71.59,
1854,25.7,-84.33,23.9
1854,39.77,-74.02,
1854,36.78,-74.12,16.7
1854,23.08,-55.52,28.1
1854,34.2,-50.47,
1854,38.98,-71.5,12.8
1854,42.75,-54.53,10.0
1854,41.16,-68.54,13.9
1854,40.82,-62.95,17.2
1854,34.43,-59.96,
1854,25.62,-65.67,27.8
1854,32.13,-71.27,
1854,30.93,-70.63,21.1
1854,36.16,-53.28,
1854,19.32,-51.78,25.6
1854,21.18,-76.37,
1854,13.85,-77.76,27.2
1854,41.75,-63.67,6.7
1854,28.49,-64.48,
1854,35.72,-73.2,18.9
1854,33.54,-67.83,24.4
1854,38.55,-52.27,
1854,9.41,-87.37,
1854,35.25,-56.0,17.2
1854,40.2,-71.8,21.7
1854,42.57,-53.78,18.9
1854,42.11,-60.35,
1854,17.03,-53.07,
1854,32.83,-56.0,19.4
1854,13.5,-53.28,27.2
1854,39.57,-68.27,19.4
1854,33.22,-50.3,
1854,42.22,-63.98,-2.2
1854,36.94,-71.0,27.8
1854,20.62,-57.05,24.4
1854,35.13,-71.92,18.9
1854,25.73,-85.32,27.2
1854,30.98,-71.56,
1854,18.28,-55.03,
1854,38.78,-62.61,21.1
1854,25.64,-79.55,
1854,36.83,-60.83,21.7
1854,25.42,-79.58,
1854,26.33,-63.2,25.0
1854,22.43,-59.93,
1854,3.32,-80.93,27.2
1854,32.23,-71.47,19.4
1854,18.82,-60.68,25.0
1854,38.83,-66.0,17.8
1854,29.83,-69.77,21.1
1854,22.28,-57.38,25.8
1854,26.72,-65.47,29.4
1854,36.61,-55.26,
1854,39.83,-65.95,
1854,24.86,-80.54,28.9
1854,32.07,-78.78,30.6
1854,28.04,-68.34,
1854,24.3,-65.98,25.6
1854,28.95,-70.38,18.9
1854,7.84,-79.44,
1854,24.08,-53.55,24.4
1854,11.85,-61.35,
1854,44.12,-66.67,
1854,39.08,-72.77,18.9
1854,24.68,-64.23,
1854,33.58,-53.33,17.8
1854,42.17,-60.53,12.2
1854,25.38,-80.18,26.7
1854,40.77,-69.0,5.6
1854,29.1,-70.25,23.3
1854,26.65,-86.9,
1854,39.98,-69.11,13.3
1854,34.18,-75.07,
1854,18.97,-56.78,26.7
1854,42.0,-50.0,5.6
1854,24.97,-69.33,26.1
1854,40.8,-65.75,13.3
1854,31.08,-66.78,25.0
1854,35.62,-50.28,22.8
1854,23.75,-61.43,25.0
1854,38.63,-73.82,
1854,37.43,-57.33,21.7
1854,34.15,-77.5,25.6
1854,38.3,-56.97,20.6
1854,36.42,-67.23,21.1
1854,39.12,-69.45,
1854,37.72,-71.83,25.0
1854,34.83,-50.24,
1854,39.27,-67.12,18.9
1854,26.15,-63.87,22.2
1854,35.8,-55.87,17.8
1854,34.01,-51.06,25.0
1854,24.27,-65.95,27.2
1854,35.77,-51.88,
1854,39.14,-70.44,
1854,14.33,-51.08,
1854,4.25,-89.88,27.2
1854,38.68,-52.9,
1854,20.36,-68.21,
1854,19.38,-79.72,
1854,26.17,-79.92,26.1
1854,24.01,-85.08,29.4
1854,24.21,-80.91,26.7
1854,25.06,-84.11,
1854,34.76,-74.73,25.0
1854,38.93,-54.91,25.6
1854,38.45,-66.53,20.0
1854,31.11,-63.6,
1854,29.7,-51.07,
1854,25.05,-62.08,22.8
1854,41.21,-53.73,16.7
1854,37.78,-51.77,21.1
1854,37.03,-64.06,21.1
1854,23.76,-82.28,
1854,41.52,-54.22,14.4
1854,42.02,-50.62,
1854,34.14,-67.36,
1854,34.42,-67.58,16.7
1854,37.83,-59.5,25.6
1854,7.27,-84.7,26.7
1854,10.6,-58.55,26.7
1854,36.86,-64.9,20.0
1854,17.5,-55.35,27.2
1854,17.82,-86.27,
1854,10.38,-53.38,
1854,35.83,-50.5,24.4
1854,40.37,-68.62,13.3
1854,30.83,-71.25,20.0
1854,45.58,-52.07,
1854,28.7,-59.27,
1854,13.45,-60.63,28.9
1854,39.43,-64.55,18.9
1854,3.15,-87.83,25.6
1854,25.58,-88.52,
1854,40.23,-70.25,
1854,35.83,-66.03,
1854,24.78,-70.02,
1854,28.7,-64.18,
1854,34.88,-50.48,24.4
1854,40.5,-65.9,
1854,35.8,-52.87,27.2
1854,9.07,-51.17,27.8
1854,25.22,-79.65,25.6
1854,32.23,-77.71,30.0
1854,32.63,-67.83,24.4
1854,38.73,-70.1,14.4
1854,41.21,-64.76,23.9
1854,34.62,-65.33,18.3
1854,40.67,-66.87,15.6
1854,43.03,-58.78,19.4
1854,36.84,-55.9,
1854,10.28,-88.88,23.9
1854,9.97,-79.79,27.8
1854,40.56,-51.57,18.3
1854,29.37,-69.25,
1854,40.33,-68.67,12.2
1854,38.97,-59.58,22.2
1854,29.0,-66.13,27.2
1854,2.93,-84.4,
1854,40.9,-65.66,21.1
1854,45.9,-50.81,15.0
1854,35.71,-73.2,26.7
1854,40.15,-55.32,18.3
1854,40.53,-66.2,20.0
1854,35.52,-69.33,
1854,40.23,-70.45,2.8
1854,45.98,-55.17,
1854,36.12,-59.51,
1854,41.48,-69.07,16.1
1854,33.84,-66.34,
1854,28.53,-86.42,28.9
1854,35.82,-63.83,27.2
1854,6.42,-51.73,
1854,39.98,-64.06,
1854,37.21,-60.22,
1854,29.53,-72.75,25.6
1854,1.24,-80.84,
1854,34.78,-73.05,20.0
1854,36.33,-57.63,18.9
1854,8.82,-84.77,
1854,36.96,-57.69,
1854,40.32,-69.33,13.3
1854,34.92,-57.78,21.1
1854,36.82,-73.92,21.1
1854,16.25,-68.39,
1854,32.65,-68.8,27.8
1854,25.12,-87.5,
1854,35.48,-62.7,26.1
1854,37.22,-69.42,22.8
1854,32.45,-70.67,
1854,42.07,-60.05,15.6
1854,31.45,-80.37,13.9
1854,39.53,-61.41,25.0
1854,10.11,-79.52,27.8
1854,38.57,-60.95,
1854,42.08,-52.46,
1854,41.56,-56.78,23.3
1854,42.06,-58.07,
1854,22.94,-85.38,30.0
1854,34.12,-55.8,22.2
1854,19.86,-74.22,
1854,40.83,-67.0,19.4
1854,24.33,-80.98,
1854,13.27,-96.72,23.3
1854,43.94,-52.58,
1854,24.48,-64.32,28.3
1854,40.08,-68.45,8.9
1854,42.25,-62.78,7.8
1854,18.2,-82.2,27.2
1854,16.52,-56.97,
1854,31.08,-78.82,
1854,38.53,-60.28,25.6
1854,38.48,-69.68,
1854,39.27,-60.47,23.3
1854,34.55,-69.78,
1854,34.33,-54.91,23.9
1854,29.2,-65.75,22.2
1854,41.83,-64.0,
1854,33.54,-64.2,20.0
1854,37.43,-73.32,
1854,34.43,-59.56,
1854,36.72,-74.98,18.3
1854,39.83,-62.42,21.1
1854,39.24,-67.8,24.4
1854,32.42,-54.52,23.3
1854,36.4,-53.59,22.2
1854,23.6,-81.7,25.0
1854,12.33,-63.52,27.2
1854,41.47,-65.23,10.0
1854,37.63,-60.35,22.2
1854,38.95,-70.83,22.8
1854,34.3,-59.83,
1854,36.0,-51.07,22.8
1854,42.53,-56.58,20.0
1854,32.58,-70.61,
1854,44.02,-53.04,
1854,46.33,-55.89,
1854,26.82,-76.4,
1854,11.38,-79.15,27.8
1854,20.07,-70.36,
1854,23.6,-61.63,27.2
1854,35.23,-72.74,
1854,36.47,-51.93,18.9
1854,26.27,-66.25,24.4
1854,35.31,-53.24,
1854,40.51,-64.42,23.9
1854,33.2,-76.0,29.4
1854,34.82,-72.12,22.8
1854,41.57,-65.12,12.2
1854,14.5,-97.11,25.6
1854,16.38,-54.93,27.2
1854,36.38,-62.64,23.3
1854,37.87,-63.67,21.1
1854,40.37,-70.67,
1854,28.65,-87.2,
1854,44.37,-51.86,13.9
1854,44.4,-66.24,
1854,31.52,-75.29,25.0
1854,24.83,-68.78,26.7
1854,36.8,-74.23,27.8
1854,23.54,-83.8,28.9
